id_llar,pes_llar,membres_llar,tipus_llar,unitats_consum,renda_total,renda_pobresa,risc_pobresa,carencia_material,regim_tinenca,temperatura_adequada,despeses_habitatge,quota_hipotecaria,retards_hipoteca_lloguer,retards_factures,bo_social,afrontar_imprevistos,arribar_final_mes,any_construccio,millores_energetiques,rao_no_millora,no_temperatura_adequada,te_retards,vulnerabilitat_basica
1,4,1,6.0,1.0,10352.0,10352.0,Sí,No,Propietat sense hipoteca,No,217.48,,,No,No,No,Amb certa dificultat,4.0,2.0,,1.0,0,1
2,3,2,8.0,1.5,42476.24,42476.24,No,No,Propietat amb hipoteca,Sí,254.48,410.0,No,No,No,Sí,Amb certa facilitat,5.0,1.0,,0.0,0,0
3,6,2,7.0,1.5,28533.64,28533.64,No,No,Propietat sense hipoteca,Sí,172.9,,,No,No,Sí,Amb certa facilitat,3.0,1.0,,0.0,0,0
4,4,2,10.0,1.3,19457.0,19457.0,No,No,Propietat amb hipoteca,No,596.76,500.0,No,No,No,No,Amb molta dificultat,,4.0,2.0,1.0,0,1
5,5,5,14.0,2.6,44050.67,44050.67,No,No,Propietat amb hipoteca,Sí,560.67,,No,No,No,No,Amb molta dificultat,3.0,5.0,,0.0,0,0
6,6,2,7.0,1.5,50156.44,50156.44,No,No,Propietat sense hipoteca,No,159.06,,,No,No,Sí,Amb certa facilitat,3.0,5.0,,1.0,0,1
7,5,2,8.0,1.5,63694.85,63694.85,No,No,Propietat sense hipoteca,Sí,183.83,,,No,No,Sí,Amb molta facilitat,2.0,4.0,2.0,0.0,0,0
8,5,1,3.0,1.0,18402.8,18402.8,No,No,Cessió gratuïta,Sí,153.97,,,No,No,Sí,Amb certa facilitat,3.0,4.0,,0.0,0,0
9,5,3,11.0,2.0,33353.99,33353.99,No,No,Lloguer a preu de mercat,Sí,893.52,,No,No,No,Sí,Amb dificultat,3.0,1.0,,0.0,0,0
10,3,2,7.0,1.5,78712.6,78712.6,No,No,Propietat sense hipoteca,Sí,404.06,,,No,No,Sí,Amb facilitat,3.0,5.0,,0.0,0,0
11,4,2,10.0,1.5,101834.6,101834.6,No,No,Propietat sense hipoteca,Sí,486.18,,,No,No,Sí,Amb molta facilitat,2.0,2.0,,0.0,0,0
12,5,1,5.0,1.0,46690.0,46690.0,No,No,Propietat sense hipoteca,Sí,362.64,,,No,No,Sí,Amb facilitat,4.0,5.0,,0.0,0,0
13,3,1,5.0,1.0,36192.0,36192.0,No,No,Propietat sense hipoteca,Sí,142.64,,,No,No,Sí,Amb facilitat,3.0,5.0,,0.0,0,0
14,3,2,7.0,1.5,37704.2,37704.2,No,No,Propietat amb hipoteca,Sí,398.22,400.0,No,No,No,Sí,Amb certa facilitat,4.0,1.0,,0.0,0,0
15,3,1,6.0,1.0,18383.8,18383.8,No,No,Propietat sense hipoteca,No,187.39,,,No,No,Sí,Amb facilitat,3.0,4.0,2.0,1.0,0,1
16,4,3,9.0,2.0,44614.2,44614.2,No,No,Propietat sense hipoteca,Sí,369.47,,,No,No,Sí,Amb dificultat,4.0,4.0,2.0,0.0,0,0
17,3,3,11.0,1.8,57592.3,57592.3,No,No,Propietat sense hipoteca,Sí,262.1,,,No,No,No,Amb certa dificultat,5.0,4.0,2.0,0.0,0,0
18,5,2,10.0,1.3,36824.9,36824.9,No,No,Propietat amb hipoteca,Sí,480.72,670.0,No,No,No,Sí,Amb certa facilitat,3.0,4.0,2.0,0.0,0,0
19,5,4,12.0,2.3,66257.22,66257.22,No,No,Propietat amb hipoteca,Sí,497.41,500.0,No,No,No,Sí,Amb facilitat,5.0,99.0,,0.0,0,0
20,3,1,6.0,1.0,14836.9,14836.9,No,No,Propietat sense hipoteca,Sí,334.27,,,No,No,Sí,Amb molta facilitat,4.0,5.0,,0.0,0,0
21,3,4,12.0,2.3,33263.3,33263.3,No,No,Cessió gratuïta,Sí,296.97,,,No,No,Sí,Amb certa dificultat,1.0,,,0.0,0,0
22,3,1,5.0,1.0,32982.1,32982.1,No,No,Cessió gratuïta,Sí,181.14,,,No,No,Sí,Amb facilitat,2.0,3.0,,0.0,0,0
24,3,2,8.0,1.5,69250.5,69250.5,No,No,Propietat sense hipoteca,Sí,371.14,,,No,No,Sí,Amb facilitat,4.0,1.0,,0.0,0,0
25,4,1,2.0,1.0,34500.4,34500.4,No,Sí,Lloguer a preu de mercat,No,996.97,,No,No,No,No,Amb dificultat,3.0,,,1.0,0,1
26,4,4,9.0,2.5,66007.92,66007.92,No,No,Lloguer a preu de mercat,Sí,515.57,,No,No,Sí,No,Amb certa dificultat,2.0,2.0,,0.0,0,0
27,5,1,5.0,1.0,4559.0,4559.0,Sí,No,Propietat sense hipoteca,No,136.14,,,No,No,No,Amb certa dificultat,3.0,5.0,,1.0,0,1
28,3,2,8.0,1.5,84272.7,84272.7,No,No,Propietat sense hipoteca,Sí,179.48,,,No,No,Sí,Amb facilitat,1.0,5.0,,0.0,0,0
29,4,1,2.0,1.0,33754.0,33754.0,No,No,Lloguer a preu de mercat,Sí,630.37,,No,No,No,Sí,Amb facilitat,3.0,4.0,,0.0,0,0
31,5,2,10.0,1.3,29250.6,29250.6,No,No,Propietat amb hipoteca,Sí,271.34,265.0,No,No,No,No,Amb certa dificultat,3.0,4.0,2.0,0.0,0,0
32,3,2,7.0,1.5,29408.3,29408.3,No,No,Propietat sense hipoteca,Sí,230.07,,,No,No,No,Amb certa dificultat,1.0,4.0,2.0,0.0,0,0
33,4,1,5.0,1.0,38134.5,38134.5,No,No,Propietat amb hipoteca,Sí,173.11,554.0,No,No,No,Sí,Amb certa facilitat,5.0,5.0,,0.0,0,0
34,5,3,11.0,2.0,52584.7,52584.7,No,No,Propietat amb hipoteca,Sí,443.7,580.0,Sí,Sí,No,No,Amb certa dificultat,3.0,4.0,2.0,0.0,1,1
35,4,4,9.0,2.5,46473.8,46473.8,No,No,Propietat sense hipoteca,Sí,329.47,,,No,No,No,Amb certa facilitat,3.0,4.0,5.0,0.0,0,0
36,6,2,7.0,1.5,18041.17,18041.17,Sí,No,Propietat sense hipoteca,Sí,236.95,,,No,No,No,Amb certa facilitat,4.0,5.0,,0.0,0,1
37,4,2,8.0,1.5,13156.5,13156.5,Sí,No,Propietat sense hipoteca,No,338.43,,,No,Sí,Sí,Amb dificultat,4.0,5.0,,1.0,0,1
38,4,3,9.0,2.0,60469.1,60469.1,No,No,Propietat sense hipoteca,Sí,277.93,,,No,No,No,Amb certa facilitat,4.0,1.0,,0.0,0,0
39,6,4,12.0,2.5,53418.8,53418.8,No,No,Propietat amb hipoteca,Sí,334.9,330.0,No,No,No,Sí,Amb certa dificultat,7.0,5.0,,0.0,0,0
40,5,1,6.0,1.0,11275.9,11275.9,Sí,No,Propietat amb hipoteca,No,200.79,400.0,No,No,Sí,No,Amb dificultat,3.0,4.0,,1.0,0,1
41,5,1,2.0,1.0,2208.1,2208.1,Sí,No,Cessió gratuïta,No,117.94,,,No,No,No,Amb molta dificultat,2.0,4.0,,1.0,0,1
42,4,2,10.0,1.5,17149.7,17149.7,Sí,No,Cessió gratuïta,Sí,209.6,,,No,No,No,Amb dificultat,,4.0,,0.0,0,1
43,5,3,11.0,2.0,32971.3,32971.3,No,No,Propietat amb hipoteca,Sí,281.75,324.0,No,No,No,No,Amb dificultat,4.0,4.0,2.0,0.0,0,0
44,4,1,2.0,1.0,5344.23,5344.23,Sí,Sí,Propietat sense hipoteca,No,153.49,,,No,No,No,Amb molta dificultat,3.0,4.0,2.0,1.0,0,1
45,5,4,12.0,2.1,29054.4,29054.4,No,No,Propietat sense hipoteca,No,281.99,,,No,Sí,No,Amb dificultat,6.0,4.0,2.0,1.0,0,1
46,5,2,8.0,1.5,18435.1,18435.1,No,No,Propietat sense hipoteca,Sí,210.74,,,No,No,Sí,Amb facilitat,4.0,5.0,,0.0,0,0
47,5,2,7.0,1.5,26319.0,26319.0,No,No,Lloguer a preu de mercat,Sí,377.93,,No,Sí,No,No,Amb certa dificultat,5.0,5.0,,0.0,1,1
48,5,2,10.0,1.5,23493.3,23493.3,No,No,Propietat sense hipoteca,Sí,247.43,,,No,No,No,Amb certa dificultat,5.0,5.0,,0.0,0,0
49,5,3,11.0,1.8,15802.4,15802.4,Sí,No,Propietat sense hipoteca,Sí,295.37,,,No,Sí,Sí,Amb facilitat,5.0,5.0,,0.0,0,1
50,4,2,7.0,1.5,8570.2,8570.2,Sí,No,Propietat amb hipoteca,Sí,261.99,600.0,No,No,Sí,No,Amb dificultat,3.0,4.0,2.0,0.0,0,1
51,3,3,9.0,2.0,51556.3,51556.3,No,No,Cessió gratuïta,Sí,186.77,,,No,No,Sí,Amb facilitat,4.0,5.0,,0.0,0,0
52,4,3,9.0,2.0,42123.63,42123.63,No,No,Propietat sense hipoteca,Sí,275.93,,,No,No,Sí,Amb certa facilitat,4.0,5.0,,0.0,0,0
53,6,9,13.0,4.4,21359.11,21359.11,Sí,Sí,Lloguer inferior al mercat,Sí,274.66,,No,Sí,No,No,Amb molta dificultat,3.0,4.0,,0.0,1,1
54,5,3,11.0,2.0,15162.4,15162.4,Sí,Sí,Lloguer inferior al mercat,No,241.56,,Sí,Sí,Sí,No,Amb molta dificultat,3.0,4.0,,1.0,1,1
55,3,1,5.0,1.0,18693.4,18693.4,No,No,Propietat amb hipoteca,No,196.85,117.0,No,No,No,No,Amb certa dificultat,3.0,4.0,2.0,1.0,0,1
56,5,2,7.0,1.5,26371.4,26371.4,No,No,Propietat sense hipoteca,Sí,176.63,,,No,Sí,No,Amb certa facilitat,2.0,5.0,,0.0,0,0
57,4,4,12.0,2.1,87469.8,87469.8,No,No,Propietat sense hipoteca,Sí,287.39,,,No,No,Sí,Amb facilitat,3.0,2.0,,0.0,0,0
58,4,3,11.0,1.8,38573.3,38573.3,No,No,Lloguer a preu de mercat,Sí,511.14,,No,No,No,Sí,Amb facilitat,5.0,4.0,,0.0,0,0
59,3,2,7.0,1.5,26203.0,26203.0,No,No,Propietat sense hipoteca,Sí,171.97,,,No,No,Sí,Amb facilitat,4.0,5.0,,0.0,0,0
60,4,2,7.0,1.5,63352.2,63352.2,No,No,Propietat sense hipoteca,Sí,302.91,,,No,No,Sí,Amb molta facilitat,4.0,99.0,,0.0,0,0
62,3,2,7.0,1.5,47942.14,47942.14,No,No,Propietat sense hipoteca,Sí,246.43,,,No,No,Sí,Amb certa facilitat,4.0,4.0,1.0,0.0,0,0
63,3,3,11.0,1.8,36308.2,36308.2,No,No,Propietat amb hipoteca,Sí,533.08,469.0,No,No,No,No,Amb certa dificultat,4.0,4.0,2.0,0.0,0,0
64,3,2,7.0,1.5,37907.1,37907.1,No,No,Propietat sense hipoteca,Sí,196.87,,,No,No,Sí,Amb certa facilitat,4.0,5.0,,0.0,0,0
65,4,1,2.0,1.0,8695.17,8695.17,Sí,Sí,Propietat amb hipoteca,No,254.99,,Sí,No,No,No,Amb molta dificultat,1.0,5.0,,1.0,1,1
66,4,1,6.0,1.0,25374.0,25374.0,No,No,Propietat sense hipoteca,Sí,333.14,,,No,No,Sí,Amb facilitat,4.0,5.0,,0.0,0,0
67,5,2,8.0,1.5,15391.77,15391.77,Sí,Sí,Propietat amb hipoteca,No,606.97,600.0,No,Sí,No,No,Amb dificultat,,5.0,,1.0,1,1
68,6,2,7.0,1.5,36337.81,36337.81,No,No,Propietat sense hipoteca,Sí,168.81,,,No,Sí,Sí,Amb certa dificultat,4.0,5.0,,0.0,0,0
69,3,2,7.0,1.5,35666.6,35666.6,No,No,Propietat sense hipoteca,Sí,290.16,,,No,No,Sí,Amb certa facilitat,4.0,5.0,,0.0,0,0
70,4,2,10.0,1.5,25029.2,25029.2,No,No,Propietat amb hipoteca,Sí,814.71,890.0,No,No,No,No,Amb dificultat,4.0,1.0,,0.0,0,0
71,4,4,14.0,2.5,26118.8,26118.8,Sí,Sí,Propietat sense hipoteca,Sí,207.95,,,Sí,No,No,Amb dificultat,2.0,5.0,,0.0,1,1
72,3,2,7.0,1.5,10606.07,10606.07,Sí,No,Propietat sense hipoteca,Sí,240.02,,,No,No,No,Amb certa facilitat,3.0,1.0,,0.0,0,1
73,3,1,2.0,1.0,25623.0,25623.0,No,No,Cessió gratuïta,Sí,183.37,,,No,No,Sí,Amb facilitat,3.0,5.0,,0.0,0,0
74,4,1,5.0,1.0,21176.1,21176.1,No,No,Lloguer a preu de mercat,Sí,1078.64,,No,No,No,No,Amb certa facilitat,5.0,5.0,,0.0,0,0
75,4,1,2.0,1.0,11550.0,11550.0,Sí,No,Cessió gratuïta,Sí,31.02,,,,No,Sí,Amb certa dificultat,3.0,99.0,,0.0,0,1
76,4,1,3.0,1.0,20547.7,20547.7,No,No,Propietat sense hipoteca,Sí,153.22,,,No,No,No,Amb dificultat,3.0,5.0,,0.0,0,0
77,3,1,5.0,1.0,12723.3,12723.3,No,Sí,Lloguer a preu de mercat,No,613.52,,No,No,No,No,Amb dificultat,1.0,4.0,,1.0,0,1
78,3,3,11.0,1.8,11680.1,11680.1,Sí,No,Lloguer a preu de mercat,Sí,572.02,,No,No,No,No,Amb certa facilitat,2.0,5.0,,0.0,0,1
79,3,1,6.0,1.0,13768.55,13768.55,No,No,Propietat amb hipoteca,Sí,234.72,167.0,No,No,Sí,No,Amb certa facilitat,3.0,4.0,2.0,0.0,0,0
80,3,2,8.0,1.5,9515.46,9515.46,Sí,No,Propietat amb hipoteca,Sí,265.57,680.0,No,No,No,Sí,Amb certa dificultat,4.0,4.0,2.0,0.0,0,1
81,4,4,9.0,2.5,52057.1,52057.1,No,No,Propietat sense hipoteca,Sí,164.19,,,No,No,Sí,Amb certa dificultat,3.0,4.0,2.0,0.0,0,0
82,4,3,10.0,2.0,24143.1,24143.1,Sí,No,Propietat sense hipoteca,Sí,195.73,,,No,No,No,Amb dificultat,4.0,4.0,2.0,0.0,0,1
83,3,3,9.0,2.0,26469.4,26469.4,No,No,Lloguer a preu de mercat,Sí,497.67,,No,No,No,Sí,Amb certa facilitat,4.0,4.0,,0.0,0,0
84,3,3,11.0,2.0,35748.0,35748.0,No,No,Propietat sense hipoteca,Sí,265.31,,,No,No,Sí,Amb certa facilitat,5.0,5.0,,0.0,0,0
85,5,3,11.0,2.0,5681.78,5681.78,Sí,No,Propietat sense hipoteca,Sí,154.08,,,No,No,Sí,Amb certa dificultat,2.0,1.0,,0.0,0,1
86,4,1,6.0,1.0,11534.2,11534.2,Sí,No,Propietat sense hipoteca,Sí,215.93,,,No,Sí,No,Amb certa facilitat,5.0,5.0,,0.0,0,1
87,4,1,2.0,1.0,6798.5,6798.5,Sí,No,Propietat sense hipoteca,Sí,102.27,,,No,No,Sí,Amb facilitat,5.0,4.0,5.0,0.0,0,1
88,4,1,4.0,1.0,12787.4,12787.4,No,Sí,Cessió gratuïta,No,27.1,,,Sí,No,No,Amb certa dificultat,,4.0,,1.0,1,1
89,5,4,9.0,2.5,101560.93,101560.93,No,No,Propietat sense hipoteca,Sí,157.94,,,No,No,Sí,Amb facilitat,4.0,5.0,,0.0,0,0
90,3,3,9.0,2.0,73311.6,73311.6,No,No,Propietat sense hipoteca,Sí,334.14,,,No,No,Sí,Amb certa facilitat,5.0,5.0,,0.0,0,0
91,5,1,2.0,1.0,26722.0,26722.0,No,No,Cessió gratuïta,Sí,42.5,,,,No,Sí,Amb facilitat,5.0,5.0,,0.0,0,0
92,4,1,2.0,1.0,17999.6,17999.6,No,No,Propietat amb hipoteca,No,308.73,534.0,No,No,No,No,Amb dificultat,5.0,5.0,,1.0,0,1
93,5,4,12.0,2.3,49230.75,49230.75,No,No,Lloguer inferior al mercat,Sí,310.1,,No,No,No,No,Amb dificultat,4.0,5.0,,0.0,0,0
94,5,4,12.0,2.1,52617.14,52617.14,No,No,Propietat sense hipoteca,Sí,159.43,,,No,Sí,No,Amb molta dificultat,4.0,4.0,5.0,0.0,0,0
96,4,1,2.0,1.0,12859.2,12859.2,No,Sí,Propietat sense hipoteca,No,175.1,,,No,No,No,Amb certa dificultat,4.0,4.0,2.0,1.0,0,1
97,5,1,2.0,1.0,24324.6,24324.6,No,No,Propietat amb hipoteca,Sí,493.78,570.0,No,No,No,Sí,Amb certa facilitat,5.0,5.0,,0.0,0,0
98,3,2,7.0,1.5,16327.8,16327.8,Sí,Sí,Propietat amb hipoteca,No,138.1,424.0,No,No,No,No,Amb molta dificultat,4.0,4.0,2.0,1.0,0,1
99,5,3,11.0,1.8,33338.06,33338.06,No,No,Propietat amb hipoteca,Sí,266.07,700.0,No,No,No,Sí,Amb certa dificultat,5.0,5.0,,0.0,0,0
101,4,2,8.0,1.5,110855.4,110855.4,No,No,Propietat sense hipoteca,Sí,165.23,,,No,No,Sí,Amb facilitat,,4.0,1.0,0.0,0,0
102,3,1,2.0,1.0,23323.4,23323.4,No,No,Propietat amb hipoteca,Sí,427.81,828.0,No,No,No,Sí,Amb certa facilitat,5.0,5.0,,0.0,0,0
103,4,1,6.0,1.0,12349.9,12349.9,No,No,Propietat sense hipoteca,Sí,182.41,,,No,Sí,No,Amb dificultat,3.0,5.0,,0.0,0,0
104,5,3,9.0,2.0,10420.9,10420.9,Sí,No,Propietat sense hipoteca,Sí,155.1,,,No,No,Sí,Amb certa dificultat,3.0,5.0,,0.0,0,1
105,3,2,8.0,1.5,34573.8,34573.8,No,Sí,Propietat sense hipoteca,No,252.23,,,No,No,No,Amb certa dificultat,4.0,4.0,2.0,1.0,0,1
106,5,5,13.0,2.8,90616.7,90616.7,No,No,Propietat amb hipoteca,Sí,827.52,866.0,Sí,No,Sí,No,Amb molta dificultat,5.0,5.0,,0.0,1,1
107,5,6,14.0,2.9,25077.95,25077.95,Sí,No,Propietat amb hipoteca,Sí,348.49,,No,No,No,Sí,Amb certa dificultat,6.0,5.0,,0.0,0,1
108,5,1,2.0,1.0,22606.8,22606.8,No,No,Propietat sense hipoteca,Sí,193.02,,,No,No,Sí,Amb certa dificultat,4.0,5.0,,0.0,0,0
109,5,1,2.0,1.0,25356.5,25356.5,No,No,Propietat amb hipoteca,Sí,496.29,517.0,No,No,No,Sí,Amb certa facilitat,7.0,5.0,,0.0,0,0
110,5,1,5.0,1.0,8345.0,8345.0,Sí,No,Propietat sense hipoteca,Sí,171.56,,,No,No,No,Amb certa dificultat,3.0,5.0,,0.0,0,1
111,5,4,12.0,2.1,46703.1,46703.1,No,No,Propietat amb hipoteca,Sí,410.93,676.0,No,No,No,Sí,Amb certa facilitat,5.0,5.0,,0.0,0,0
112,4,2,7.0,1.5,19231.7,19231.7,No,No,Propietat sense hipoteca,Sí,306.14,,,No,Sí,Sí,Amb certa dificultat,4.0,4.0,2.0,0.0,0,0
113,4,3,9.0,2.0,24846.59,24846.59,No,No,Propietat amb hipoteca,No,420.62,328.0,No,No,Sí,No,Amb certa facilitat,3.0,4.0,2.0,1.0,0,1
115,4,3,11.0,1.8,16344.6,16344.6,Sí,Sí,Propietat amb hipoteca,No,284.8,700.0,Sí,Sí,Sí,No,Amb molta dificultat,3.0,4.0,2.0,1.0,1,1
116,3,4,12.0,2.1,30001.8,30001.8,No,No,Propietat sense hipoteca,Sí,250.35,,,No,No,Sí,Amb facilitat,2.0,5.0,,0.0,0,0
117,4,2,7.0,1.5,35806.0,35806.0,No,No,Propietat sense hipoteca,Sí,226.38,,,No,No,Sí,Amb facilitat,5.0,5.0,,0.0,0,0
118,4,3,9.0,2.0,119909.0,119909.0,No,No,Propietat amb hipoteca,Sí,575.54,1000.0,No,No,No,Sí,Amb facilitat,3.0,5.0,,0.0,0,0
119,4,2,7.0,1.5,51365.1,51365.1,No,No,Propietat sense hipoteca,Sí,230.93,,,No,No,Sí,Amb certa facilitat,3.0,1.0,,0.0,0,0
120,5,1,3.0,1.0,0.0,0.0,Sí,No,Propietat sense hipoteca,Sí,228.98,,,No,No,Sí,Amb certa facilitat,,5.0,,0.0,0,1
121,3,2,10.0,1.3,16898.1,16898.1,No,No,Cessió gratuïta,Sí,13.43,,,,No,No,Amb dificultat,3.0,4.0,,0.0,0,0
122,4,1,2.0,1.0,28133.86,28133.86,No,No,Propietat sense hipoteca,Sí,187.36,,,No,No,Sí,Amb certa facilitat,3.0,5.0,,0.0,0,0
123,4,4,12.0,2.5,35790.6,35790.6,No,No,Propietat sense hipoteca,Sí,305.73,,,No,No,Sí,Amb certa facilitat,3.0,5.0,,0.0,0,0
124,3,3,11.0,1.8,68258.0,68258.0,No,No,Propietat sense hipoteca,Sí,233.22,,,No,No,Sí,Amb facilitat,5.0,5.0,,0.0,0,0
125,3,1,6.0,1.0,12054.0,12054.0,Sí,No,Cessió gratuïta,Sí,127.68,,,No,No,No,Amb certa dificultat,3.0,4.0,,0.0,0,1
126,5,2,8.0,1.5,56968.8,56968.8,No,No,Propietat amb hipoteca,Sí,547.19,500.0,No,No,No,Sí,Amb facilitat,4.0,5.0,,0.0,0,0
127,3,3,11.0,1.8,28530.0,28530.0,No,No,Propietat amb hipoteca,Sí,210.73,439.0,No,No,No,Sí,Amb certa facilitat,5.0,5.0,,0.0,0,0
128,3,2,7.0,1.5,26168.2,26168.2,No,No,Propietat sense hipoteca,No,262.6,,,No,No,No,Amb certa dificultat,4.0,5.0,,1.0,0,1
129,4,1,2.0,1.0,13016.7,13016.7,No,No,Propietat sense hipoteca,Sí,203.85,,,No,No,Sí,Amb facilitat,5.0,4.0,2.0,0.0,0,0
130,4,3,9.0,2.0,55273.0,55273.0,No,No,Propietat sense hipoteca,No,229.22,,,No,No,Sí,Amb certa facilitat,4.0,5.0,,1.0,0,1
131,3,4,12.0,2.1,38561.2,38561.2,No,No,Propietat amb hipoteca,Sí,231.7,400.0,No,No,Sí,No,Amb certa dificultat,6.0,1.0,,0.0,0,0
132,3,1,3.0,1.0,42376.0,42376.0,No,No,Cessió gratuïta,Sí,229.6,,,No,No,Sí,Amb facilitat,4.0,5.0,,0.0,0,0
133,3,2,10.0,1.5,27660.8,27660.8,No,No,Propietat amb hipoteca,Sí,466.02,775.0,No,No,No,Sí,Amb certa dificultat,4.0,4.0,2.0,0.0,0,0
134,4,3,11.0,1.8,52848.3,52848.3,No,No,Propietat amb hipoteca,Sí,442.94,380.0,No,No,No,Sí,Amb certa dificultat,4.0,1.0,,0.0,0,0
136,4,4,12.0,2.1,10041.0,10041.0,Sí,No,Propietat sense hipoteca,Sí,173.77,,,No,Sí,Sí,Amb certa facilitat,4.0,1.0,,0.0,0,1
137,4,1,3.0,1.0,9685.9,9685.9,Sí,No,Propietat sense hipoteca,Sí,240.1,,,No,No,Sí,Amb certa dificultat,5.0,5.0,,0.0,0,1
138,3,1,2.0,1.0,27509.1,27509.1,No,No,Propietat amb hipoteca,Sí,225.73,302.0,No,No,No,Sí,Amb certa facilitat,5.0,5.0,,0.0,0,0
139,3,2,7.0,1.5,35684.2,35684.2,No,No,Propietat sense hipoteca,No,199.06,,,No,No,Sí,Amb facilitat,2.0,1.0,,1.0,0,1
141,3,3,9.0,2.0,91084.8,91084.8,No,No,Propietat amb hipoteca,Sí,396.58,554.0,No,No,No,Sí,Amb facilitat,5.0,5.0,,0.0,0,0
142,3,1,2.0,1.0,9820.9,9820.9,Sí,No,Propietat sense hipoteca,No,268.64,,,No,No,No,Amb molta dificultat,4.0,4.0,2.0,1.0,0,1
143,5,2,7.0,1.5,67433.01,67433.01,No,No,Propietat sense hipoteca,Sí,175.31,,,No,No,No,Amb certa facilitat,5.0,5.0,,0.0,0,0
144,4,5,13.0,2.8,36393.9,36393.9,No,No,Propietat amb hipoteca,Sí,187.09,240.0,No,No,Sí,No,Amb certa dificultat,7.0,5.0,,0.0,0,0
145,4,2,7.0,1.5,1215.7,1215.7,Sí,No,Propietat amb hipoteca,Sí,319.56,395.0,No,Sí,No,No,Amb molta dificultat,5.0,4.0,2.0,0.0,1,1
146,4,3,11.0,1.8,40041.1,40041.1,No,No,Propietat amb hipoteca,Sí,528.1,830.0,No,No,No,Sí,Amb certa dificultat,5.0,4.0,2.0,0.0,0,0
147,4,2,8.0,1.5,14689.9,14689.9,Sí,No,Propietat amb hipoteca,Sí,328.03,500.0,No,No,No,Sí,Amb certa facilitat,4.0,4.0,2.0,0.0,0,1
148,4,3,10.0,1.6,20298.7,20298.7,No,No,Propietat sense hipoteca,Sí,308.93,,,No,No,Sí,Amb certa facilitat,5.0,1.0,,0.0,0,0
149,4,1,2.0,1.0,15834.0,15834.0,No,No,Lloguer a preu de mercat,Sí,663.43,,No,No,No,No,Amb certa facilitat,,1.0,,0.0,0,0
151,4,3,11.0,1.8,40079.56,40079.56,No,No,Propietat amb hipoteca,Sí,277.91,,No,No,No,Sí,Amb certa facilitat,3.0,4.0,,0.0,0,0
152,2,1,6.0,1.0,11066.3,11066.3,Sí,No,Propietat sense hipoteca,Sí,134.27,,,No,Sí,No,Amb certa dificultat,3.0,1.0,,0.0,0,1
154,4,1,2.0,1.0,22697.4,22697.4,No,No,Cessió gratuïta,Sí,201.77,,,No,No,No,Amb certa facilitat,3.0,4.0,,0.0,0,0
155,3,3,9.0,2.0,29709.5,29709.5,No,No,Propietat amb hipoteca,Sí,309.1,227.0,No,Sí,No,No,Amb dificultat,4.0,4.0,2.0,0.0,1,1
156,3,2,10.0,1.5,21161.0,21161.0,No,No,Propietat sense hipoteca,No,226.35,,,No,No,No,Amb certa dificultat,2.0,4.0,2.0,1.0,0,1
157,3,2,8.0,1.5,17397.6,17397.6,Sí,No,Propietat amb hipoteca,Sí,245.06,240.0,No,No,Sí,No,Amb dificultat,4.0,5.0,,0.0,0,1
158,2,1,5.0,1.0,13073.5,13073.5,No,No,Propietat sense hipoteca,Sí,249.27,,,No,No,Sí,Amb certa facilitat,4.0,5.0,,0.0,0,0
159,4,3,11.0,2.0,36390.79,36390.79,No,No,Propietat sense hipoteca,Sí,251.53,,,No,No,Sí,Amb certa dificultat,4.0,4.0,5.0,0.0,0,0
160,4,2,8.0,1.5,17290.1,17290.1,Sí,No,Propietat amb hipoteca,Sí,324.89,264.0,No,No,No,No,Amb certa facilitat,4.0,5.0,,0.0,0,1
161,4,3,,2.0,39161.36,39161.36,No,No,Propietat sense hipoteca,Sí,195.68,,,No,No,Sí,Amb certa facilitat,5.0,4.0,5.0,0.0,0,0
162,3,3,11.0,1.8,59104.6,59104.6,No,No,Propietat sense hipoteca,Sí,273.52,,,No,No,Sí,Amb certa facilitat,3.0,5.0,,0.0,0,0
163,4,1,6.0,1.0,12577.8,12577.8,No,No,Cessió gratuïta,Sí,174.84,,,No,Sí,Sí,Amb certa facilitat,4.0,5.0,,0.0,0,0
164,4,3,9.0,2.0,29130.3,29130.3,No,No,Propietat amb hipoteca,No,567.03,487.0,No,No,Sí,No,Amb molta dificultat,5.0,4.0,2.0,1.0,0,1
165,3,1,3.0,1.0,11674.7,11674.7,Sí,No,Lloguer a preu de mercat,No,649.47,,No,No,Sí,No,Amb molta dificultat,4.0,4.0,,1.0,0,1
166,6,4,12.0,2.3,102730.2,102730.2,No,No,Propietat amb hipoteca,Sí,503.17,,No,No,No,No,Amb certa dificultat,5.0,5.0,,0.0,0,0
167,4,1,2.0,1.0,7446.3,7446.3,Sí,No,Cessió gratuïta,No,172.81,,,No,No,No,Amb molta dificultat,4.0,4.0,,1.0,0,1
168,3,4,12.0,2.1,72519.5,72519.5,No,No,Propietat amb hipoteca,Sí,575.92,420.0,No,No,No,Sí,Amb certa facilitat,4.0,4.0,2.0,0.0,0,0
169,3,4,12.0,2.5,27797.2,27797.2,Sí,No,Propietat sense hipoteca,Sí,336.97,,,No,No,No,Amb certa facilitat,4.0,5.0,,0.0,0,1
170,4,3,10.0,1.8,32319.4,32319.4,No,No,Lloguer a preu de mercat,Sí,837.99,,No,No,No,No,Amb dificultat,4.0,4.0,,0.0,0,0
