id_llar,pes_llar,membres_llar,tipus_llar,unitats_consum,renda_total,renda_pobresa,risc_pobresa,carencia_material,regim_tinenca,temperatura_adequada,despeses_habitatge,quota_hipotecaria,retards_hipoteca_lloguer,retards_factures,bo_social,afrontar_imprevistos,arribar_final_mes,any_construccio,millores_energetiques,rao_no_millora,no_temperatura_adequada,te_retards,vulnerabilitat_basica
32348,5,2,8.0,1.5,42117.2,42117.2,No,No,Propietat sense hipoteca,Sí,247.52,,,No,No,Sí,Amb certa facilitat,4.0,5.0,,0.0,0,0
32349,5,1,6.0,1.0,13258.6,13258.6,No,No,Propietat sense hipoteca,Sí,134.81,,,No,Sí,Sí,Amb certa dificultat,3.0,5.0,,0.0,0,0
32352,5,2,7.0,1.5,32825.79,32825.79,No,No,Propietat sense hipoteca,Sí,210.93,,,No,No,Sí,Amb certa facilitat,2.0,1.0,,0.0,0,0
32353,5,2,7.0,1.5,40577.9,40577.9,No,No,Propietat sense hipoteca,No,214.46,,,No,No,Sí,Amb certa dificultat,,5.0,,1.0,0,1
32354,5,2,7.0,1.5,34725.1,34725.1,No,No,Propietat sense hipoteca,Sí,176.06,,,No,No,Sí,Amb facilitat,4.0,5.0,,0.0,0,0
32355,5,2,7.0,1.5,66268.1,66268.1,No,No,Propietat sense hipoteca,Sí,427.77,,,No,No,Sí,Amb facilitat,4.0,5.0,,0.0,0,0
32356,6,2,10.0,1.3,11831.7,11831.7,Sí,Sí,Propietat amb hipoteca,Sí,447.39,500.0,Sí,Sí,Sí,No,Amb dificultat,3.0,5.0,,0.0,1,1
32357,6,4,12.0,2.3,43609.0,43609.0,No,No,Propietat amb hipoteca,No,329.48,433.0,No,No,No,Sí,Amb certa facilitat,5.0,5.0,,1.0,0,1
32358,4,1,5.0,1.0,15755.0,15755.0,No,No,Propietat sense hipoteca,Sí,254.89,,,No,No,Sí,Amb certa dificultat,4.0,5.0,,0.0,0,0
32359,3,1,2.0,1.0,19018.3,19018.3,No,No,Propietat amb hipoteca,Sí,330.85,476.0,No,No,No,Sí,Amb facilitat,5.0,5.0,,0.0,0,0
32360,5,3,11.0,1.8,69538.7,69538.7,No,No,Propietat amb hipoteca,Sí,436.46,500.0,No,No,No,Sí,Amb facilitat,5.0,4.0,1.0,0.0,0,0
32361,5,4,12.0,2.3,13998.8,13998.8,Sí,No,Propietat amb hipoteca,Sí,619.17,720.0,No,No,No,Sí,Amb certa dificultat,5.0,5.0,,0.0,0,1
32362,5,1,2.0,1.0,39619.7,39619.7,No,No,Propietat amb hipoteca,Sí,273.29,619.0,No,No,No,Sí,Amb facilitat,5.0,5.0,,0.0,0,0
32363,3,1,2.0,1.0,20942.8,20942.8,No,No,Lloguer a preu de mercat,Sí,636.34,,No,No,No,Sí,Amb certa facilitat,6.0,5.0,,0.0,0,0
32364,3,1,2.0,1.0,42344.0,42344.0,No,No,Propietat amb hipoteca,No,455.02,766.0,No,No,No,No,Amb certa dificultat,5.0,5.0,,1.0,0,1
32366,6,4,12.0,2.1,41156.6,41156.6,No,No,Propietat amb hipoteca,No,643.85,803.0,No,No,No,Sí,Amb certa dificultat,5.0,4.0,2.0,1.0,0,1
32367,6,2,8.0,1.5,58176.3,58176.3,No,No,Propietat amb hipoteca,Sí,222.08,213.0,No,No,No,Sí,Amb facilitat,,5.0,,0.0,0,0
32370,3,4,12.0,2.1,38756.7,38756.7,No,No,Propietat amb hipoteca,Sí,495.15,,No,No,No,Sí,Amb certa dificultat,5.0,1.0,,0.0,0,0
32372,5,4,12.0,2.1,50296.9,50296.9,No,No,Propietat amb hipoteca,Sí,305.22,350.0,No,No,No,Sí,Amb molta dificultat,5.0,5.0,,0.0,0,0
32373,5,3,11.0,1.8,44165.7,44165.7,No,No,Propietat amb hipoteca,Sí,205.22,400.0,No,No,No,Sí,Amb certa facilitat,5.0,5.0,,0.0,0,0
32376,3,4,12.0,2.3,39921.75,39921.75,No,No,Propietat sense hipoteca,Sí,204.89,,,No,No,Sí,Amb certa dificultat,5.0,5.0,,0.0,0,0
32377,5,1,2.0,1.0,42557.3,42557.3,No,No,Lloguer a preu de mercat,Sí,731.52,,No,No,No,Sí,Amb certa facilitat,5.0,5.0,,0.0,0,0
32379,6,4,12.0,2.5,30984.4,30984.4,No,No,Propietat amb hipoteca,Sí,598.43,585.0,No,No,No,No,Amb certa dificultat,5.0,5.0,,0.0,0,0
32380,3,4,14.0,2.5,41328.8,41328.8,No,No,Propietat sense hipoteca,Sí,218.41,,,No,No,Sí,Amb certa dificultat,4.0,4.0,2.0,0.0,0,0
32381,5,4,12.0,2.3,53269.8,53269.8,No,No,Propietat sense hipoteca,Sí,259.47,,,No,No,Sí,Amb certa facilitat,4.0,4.0,2.0,0.0,0,0
32382,3,3,11.0,2.0,32415.7,32415.7,No,No,Propietat sense hipoteca,Sí,322.6,,,No,No,Sí,Amb certa facilitat,5.0,1.0,,0.0,0,0
32384,5,1,2.0,1.0,8280.3,8280.3,Sí,Sí,Propietat amb hipoteca,No,314.89,350.0,Sí,No,No,No,Amb molta dificultat,3.0,4.0,2.0,1.0,1,1
32385,6,1,3.0,1.0,12772.8,12772.8,No,No,Propietat sense hipoteca,Sí,190.72,,,No,Sí,Sí,Amb certa facilitat,3.0,5.0,,0.0,0,0
32387,6,2,8.0,1.5,31954.1,31954.1,No,No,Propietat amb hipoteca,Sí,601.61,700.0,No,No,No,Sí,Amb certa dificultat,5.0,5.0,,0.0,0,0
32388,6,1,6.0,1.0,9436.5,9436.5,Sí,No,Propietat sense hipoteca,Sí,169.47,,,No,Sí,No,Amb dificultat,3.0,3.0,,0.0,0,1
32389,5,2,8.0,1.5,24036.8,24036.8,No,No,Propietat amb hipoteca,Sí,182.48,100.0,No,No,No,Sí,Amb facilitat,3.0,4.0,2.0,0.0,0,0
32390,3,3,11.0,2.0,30713.7,30713.7,No,No,Propietat sense hipoteca,Sí,319.93,,,No,No,No,Amb dificultat,5.0,4.0,4.0,0.0,0,0
32392,5,4,14.0,2.3,46742.0,46742.0,No,No,Cessió gratuïta,Sí,142.47,,,No,Sí,No,Amb certa dificultat,3.0,1.0,,0.0,0,0
32394,3,4,12.0,2.1,49020.7,49020.7,No,No,Propietat amb hipoteca,Sí,698.39,890.0,No,No,No,Sí,Amb certa facilitat,3.0,2.0,,0.0,0,0
32395,5,4,12.0,2.5,34941.82,34941.82,No,No,Propietat sense hipoteca,Sí,330.83,,,No,No,Sí,Amb certa facilitat,3.0,1.0,,0.0,0,0
32396,6,4,14.0,2.5,86930.2,86930.2,No,No,Propietat sense hipoteca,Sí,270.31,,,No,No,Sí,Amb certa facilitat,4.0,5.0,,0.0,0,0
32397,4,2,7.0,1.5,31424.5,31424.5,No,Sí,Propietat sense hipoteca,No,417.81,,,No,No,No,Amb molta dificultat,3.0,4.0,2.0,1.0,0,1
32399,3,2,8.0,1.5,67142.83,67142.83,No,No,Propietat sense hipoteca,Sí,234.35,,,No,No,Sí,Amb molta facilitat,7.0,5.0,,0.0,0,0
32400,4,3,9.0,2.0,91495.5,91495.5,No,No,Propietat sense hipoteca,Sí,304.06,,,No,No,Sí,Amb certa facilitat,2.0,5.0,,0.0,0,0
32404,6,3,9.0,2.0,33684.9,33684.9,No,No,Propietat sense hipoteca,No,364.47,,,No,No,Sí,Amb certa facilitat,3.0,5.0,,1.0,0,1
32405,4,1,5.0,1.0,14174.7,14174.7,No,No,Propietat sense hipoteca,No,92.22,,,No,No,Sí,Amb certa facilitat,3.0,4.0,2.0,1.0,0,1
32406,6,3,11.0,2.0,43836.9,43836.9,No,No,Propietat sense hipoteca,Sí,305.1,,,No,No,Sí,Amb certa facilitat,,5.0,,0.0,0,0
32408,3,1,5.0,1.0,6779.4,6779.4,Sí,No,Cessió gratuïta,Sí,91.18,,,No,Sí,No,Amb certa facilitat,3.0,5.0,,0.0,0,1
32409,3,2,7.0,1.5,18370.67,18370.67,No,No,Propietat sense hipoteca,Sí,157.11,,,Sí,No,Sí,Amb certa dificultat,,4.0,2.0,0.0,1,1
32410,4,4,12.0,2.1,38907.7,38907.7,No,No,Lloguer a preu de mercat,Sí,833.07,,No,Sí,No,Sí,Amb certa dificultat,,5.0,,0.0,1,1
32414,5,2,10.0,1.5,33672.1,33672.1,No,No,Lloguer a preu de mercat,Sí,832.03,,No,No,No,No,Amb dificultat,2.0,4.0,,0.0,0,0
32416,5,2,8.0,1.5,23266.2,23266.2,No,No,Lloguer a preu de mercat,Sí,693.52,,No,No,No,No,Amb certa facilitat,2.0,1.0,,0.0,0,0
32418,3,1,2.0,1.0,11074.6,11074.6,Sí,Sí,Lloguer a preu de mercat,No,484.64,,Sí,Sí,No,Sí,Amb molta dificultat,1.0,4.0,,1.0,1,1
32420,5,1,6.0,1.0,13355.5,13355.5,No,No,Propietat sense hipoteca,Sí,285.31,,,No,No,Sí,Amb certa facilitat,3.0,4.0,2.0,0.0,0,0
32427,4,6,13.0,2.7,76806.67,76806.67,No,No,Propietat amb hipoteca,,261.33,383.0,No,No,Sí,Sí,Amb certa dificultat,4.0,5.0,,,0,0
32428,3,6,14.0,2.9,25054.0,25054.0,Sí,No,Propietat amb hipoteca,Sí,282.31,325.0,No,No,Sí,Sí,Amb certa facilitat,3.0,4.0,1.0,0.0,0,1
32429,3,1,2.0,1.0,18100.6,18100.6,No,Sí,Propietat amb hipoteca,Sí,203.73,300.0,Sí,Sí,No,No,Amb molta dificultat,1.0,4.0,,0.0,1,1
32430,5,4,12.0,2.1,39332.79,39332.79,No,Sí,Propietat amb hipoteca,No,586.58,,No,Sí,No,No,Amb molta dificultat,2.0,1.0,,1.0,1,1
32431,6,1,5.0,1.0,1505.6,1505.6,Sí,No,Lloguer a preu de mercat,Sí,483.7,,No,No,No,No,Amb certa dificultat,,4.0,,0.0,0,1
32433,4,3,11.0,1.8,9129.7,9129.7,Sí,Sí,Cessió gratuïta,No,230.1,,,No,Sí,No,Amb certa dificultat,2.0,4.0,,1.0,0,1
32438,5,4,14.0,2.5,60864.7,60864.7,No,No,Propietat amb hipoteca,No,404.35,350.0,No,No,No,Sí,Amb facilitat,2.0,5.0,,1.0,0,1
32439,5,2,10.0,1.5,19883.97,19883.97,No,No,Propietat amb hipoteca,No,266.03,560.0,No,Sí,No,No,Amb dificultat,3.0,5.0,,1.0,1,1
32440,3,2,8.0,1.5,14233.1,14233.1,Sí,No,Lloguer a preu de mercat,Sí,658.14,,No,No,No,No,Amb certa dificultat,2.0,99.0,,0.0,0,1
32441,5,1,6.0,1.0,17023.37,17023.37,No,No,Propietat sense hipoteca,Sí,272.72,,,No,No,No,Amb dificultat,,5.0,,0.0,0,0
32442,3,1,5.0,1.0,17256.3,17256.3,No,No,Propietat sense hipoteca,Sí,214.85,,,No,No,Sí,Amb facilitat,4.0,1.0,,0.0,0,0
32443,3,2,7.0,1.5,32660.5,32660.5,No,No,Propietat sense hipoteca,Sí,203.64,,,No,No,Sí,Amb certa facilitat,4.0,1.0,,0.0,0,0
32448,6,3,9.0,2.0,77879.8,77879.8,No,No,Propietat sense hipoteca,Sí,299.89,,,No,No,Sí,Amb certa facilitat,4.0,4.0,2.0,0.0,0,0
32450,5,1,6.0,1.0,27024.3,27024.3,No,No,Propietat sense hipoteca,Sí,142.39,,,No,No,Sí,Amb facilitat,4.0,5.0,,0.0,0,0
32451,6,2,8.0,1.5,26421.4,26421.4,No,Sí,Lloguer a preu de mercat,No,1076.53,,Sí,No,No,No,Amb certa dificultat,,4.0,,1.0,1,1
32453,5,2,10.0,1.5,50814.7,50814.7,No,No,Propietat amb hipoteca,Sí,300.18,620.0,No,No,No,Sí,Amb molta facilitat,4.0,5.0,,0.0,0,0
32454,6,3,9.0,2.0,96157.67,96157.67,No,No,Propietat sense hipoteca,Sí,396.02,,,No,No,Sí,Amb facilitat,3.0,3.0,,0.0,0,0
32456,5,1,6.0,1.0,11386.4,11386.4,Sí,No,Propietat sense hipoteca,Sí,287.56,,,No,No,No,Amb certa dificultat,3.0,4.0,2.0,0.0,0,1
32457,4,1,6.0,1.0,17246.77,17246.77,No,No,Propietat sense hipoteca,Sí,203.27,,,No,No,Sí,Amb facilitat,3.0,4.0,1.0,0.0,0,0
32458,4,1,5.0,1.0,25017.9,25017.9,No,No,Cessió gratuïta,No,197.56,,,No,No,Sí,Amb certa facilitat,3.0,5.0,,1.0,0,1
32459,5,5,14.0,3.0,103820.4,103820.4,No,No,Propietat sense hipoteca,No,348.64,,,No,No,Sí,Amb facilitat,7.0,5.0,,1.0,0,1
32460,5,3,11.0,1.8,48348.2,48348.2,No,No,Lloguer a preu de mercat,Sí,1135.53,,No,No,No,Sí,Amb certa dificultat,3.0,2.0,,0.0,0,0
32461,3,2,7.0,1.5,39876.8,39876.8,No,No,Propietat sense hipoteca,Sí,187.68,,,No,No,Sí,Amb certa facilitat,3.0,5.0,,0.0,0,0
32462,5,3,11.0,1.8,77028.8,77028.8,No,No,Propietat sense hipoteca,Sí,278.4,,,No,No,Sí,Amb facilitat,4.0,1.0,,0.0,0,0
32464,6,3,9.0,2.0,41468.2,41468.2,No,No,Propietat sense hipoteca,Sí,289.47,,,No,No,Sí,Amb certa facilitat,4.0,1.0,,0.0,0,0
32466,6,2,10.0,1.5,5202.77,5202.77,Sí,Sí,Lloguer a preu de mercat,No,1045.61,,No,No,No,No,Amb dificultat,3.0,5.0,,1.0,0,1
32467,5,5,14.0,3.0,35634.4,35634.4,Sí,No,Lloguer a preu de mercat,Sí,641.02,,No,Sí,No,No,Amb molta dificultat,1.0,4.0,,0.0,1,1
32472,6,3,11.0,2.0,43064.8,43064.8,No,No,Propietat amb hipoteca,Sí,318.54,380.0,No,No,No,No,Amb dificultat,4.0,4.0,2.0,0.0,0,0
32473,4,1,3.0,1.0,20096.1,20096.1,No,No,Lloguer a preu de mercat,Sí,843.28,,No,No,No,Sí,Amb certa dificultat,,4.0,,0.0,0,0
32476,5,1,5.0,1.0,19657.0,19657.0,No,No,Propietat sense hipoteca,Sí,142.4,,,No,No,Sí,Amb certa facilitat,1.0,3.0,,0.0,0,0
32477,3,2,10.0,1.3,32938.6,32938.6,No,No,Propietat amb hipoteca,Sí,293.01,500.0,No,No,No,No,Amb certa dificultat,5.0,1.0,,0.0,0,0
32479,4,3,11.0,1.8,47607.3,47607.3,No,No,Propietat sense hipoteca,Sí,238.77,,,No,No,Sí,Amb facilitat,1.0,4.0,1.0,0.0,0,0
32480,5,2,8.0,1.5,30862.9,30862.9,No,No,Propietat amb hipoteca,Sí,130.02,550.0,No,No,No,Sí,Amb certa facilitat,5.0,5.0,,0.0,0,0
32481,5,2,10.0,1.3,8612.8,8612.8,Sí,No,Propietat sense hipoteca,Sí,187.6,,,No,No,Sí,Amb certa facilitat,,5.0,,0.0,0,1
32482,6,1,3.0,1.0,11288.3,11288.3,Sí,No,Propietat sense hipoteca,Sí,120.6,,,No,No,No,Amb certa facilitat,2.0,5.0,,0.0,0,1
32483,3,2,7.0,1.5,41129.0,41129.0,No,No,Propietat sense hipoteca,Sí,201.1,,,No,No,Sí,Amb certa facilitat,5.0,5.0,,0.0,0,0
32484,6,1,6.0,1.0,11273.16,11273.16,Sí,No,Propietat sense hipoteca,Sí,135.69,,,No,Sí,No,Amb certa dificultat,3.0,5.0,,0.0,0,1
32485,6,4,12.0,2.1,21422.0,21422.0,Sí,No,Propietat amb hipoteca,Sí,479.0,430.0,Sí,Sí,No,Sí,Amb certa dificultat,3.0,5.0,,0.0,1,1
32486,6,2,7.0,1.5,3751.6,3751.6,Sí,No,Propietat sense hipoteca,Sí,251.52,,,No,No,Sí,Amb facilitat,3.0,5.0,,0.0,0,1
32487,5,3,10.0,2.0,46627.3,46627.3,No,No,Propietat amb hipoteca,Sí,689.52,1097.0,No,Sí,No,No,Amb molta dificultat,5.0,5.0,,0.0,1,1
32488,4,1,5.0,1.0,28035.7,28035.7,No,No,Propietat sense hipoteca,Sí,232.65,,,No,No,No,Amb dificultat,,5.0,,0.0,0,0
32490,6,4,9.0,2.5,40939.6,40939.6,No,Sí,Propietat sense hipoteca,No,281.47,,,Sí,No,No,Amb molta dificultat,3.0,5.0,,1.0,1,1
32492,3,2,7.0,1.5,77564.9,77564.9,No,No,Propietat sense hipoteca,Sí,209.47,,,No,No,Sí,Amb facilitat,5.0,5.0,,0.0,0,0
32493,5,1,2.0,1.0,25831.02,25831.02,No,No,Lloguer a preu de mercat,Sí,1481.35,,Sí,No,No,Sí,Amb facilitat,3.0,99.0,,0.0,1,1
32494,3,1,2.0,1.0,16053.1,16053.1,No,No,Propietat amb hipoteca,Sí,321.77,500.0,No,No,No,Sí,Amb dificultat,2.0,5.0,,0.0,0,0
32496,6,3,11.0,1.8,38785.7,38785.7,No,No,Cessió gratuïta,Sí,225.52,,,No,No,Sí,Amb certa facilitat,2.0,4.0,,0.0,0,0
32497,3,2,8.0,1.5,12900.9,12900.9,Sí,No,Propietat sense hipoteca,Sí,239.9,,,No,No,Sí,Amb certa facilitat,3.0,99.0,,0.0,0,1
32499,5,1,6.0,1.0,13101.37,13101.37,No,No,Propietat sense hipoteca,Sí,221.82,,,No,No,Sí,Amb facilitat,3.0,3.0,,0.0,0,0
32500,6,2,7.0,1.5,70360.4,70360.4,No,No,Propietat sense hipoteca,Sí,400.89,,,No,No,Sí,Amb facilitat,3.0,4.0,2.0,0.0,0,0
32501,6,1,6.0,1.0,19198.3,19198.3,No,No,Propietat sense hipoteca,Sí,225.72,,,No,No,Sí,Amb certa dificultat,3.0,3.0,,0.0,0,0
32503,4,2,7.0,1.5,42224.9,42224.9,No,No,Propietat sense hipoteca,Sí,268.49,,,No,No,Sí,Amb certa facilitat,3.0,1.0,,0.0,0,0
32504,5,1,6.0,1.0,21654.6,21654.6,No,No,Propietat sense hipoteca,Sí,371.64,,,No,No,Sí,Amb certa facilitat,3.0,4.0,5.0,0.0,0,0
32505,5,4,9.0,2.5,34357.7,34357.7,No,No,Propietat sense hipoteca,Sí,210.1,,,No,No,Sí,Amb certa dificultat,4.0,4.0,2.0,0.0,0,0
32507,4,3,10.0,1.8,26509.4,26509.4,No,No,Propietat amb hipoteca,Sí,251.4,370.0,No,No,No,No,Amb molta dificultat,4.0,5.0,,0.0,0,0
32509,3,2,7.0,1.5,15635.3,15635.3,Sí,No,Propietat sense hipoteca,Sí,216.24,,,No,Sí,Sí,Amb certa facilitat,3.0,5.0,,0.0,0,1
32510,3,2,8.0,1.5,28619.1,28619.1,No,No,Lloguer a preu de mercat,Sí,1051.02,,No,No,No,Sí,Amb certa dificultat,4.0,4.0,,0.0,0,0
32513,6,3,9.0,2.0,19953.8,19953.8,Sí,Sí,Cessió gratuïta,No,236.02,,,No,No,No,Amb dificultat,3.0,4.0,,1.0,0,1
32516,5,1,5.0,1.0,18995.8,18995.8,No,No,Propietat amb hipoteca,Sí,349.65,200.0,No,No,No,Sí,Amb certa dificultat,2.0,4.0,2.0,0.0,0,0
32517,5,3,9.0,2.0,70628.1,70628.1,No,No,Propietat sense hipoteca,Sí,284.27,,,No,No,Sí,Amb facilitat,5.0,5.0,,0.0,0,0
32518,6,3,9.0,2.0,56268.0,56268.0,No,No,Propietat sense hipoteca,Sí,334.9,,,No,No,Sí,Amb certa facilitat,4.0,4.0,2.0,0.0,0,0
32520,4,2,8.0,1.5,27881.7,27881.7,No,No,Propietat sense hipoteca,Sí,224.06,,,No,No,Sí,Amb certa facilitat,4.0,1.0,,0.0,0,0
32522,5,2,10.0,1.3,6189.27,6189.27,Sí,No,Lloguer a preu de mercat,Sí,539.37,,No,No,Sí,No,Amb certa facilitat,4.0,4.0,,0.0,0,1
32523,4,3,11.0,1.8,23140.4,23140.4,No,No,Cessió gratuïta,Sí,487.39,,,No,No,No,Amb facilitat,4.0,5.0,,0.0,0,0
32525,5,4,12.0,2.3,28365.1,28365.1,No,No,Propietat amb hipoteca,Sí,420.69,600.0,No,No,No,No,Amb molta dificultat,5.0,4.0,2.0,0.0,0,0
32526,3,4,12.0,2.1,51079.5,51079.5,No,No,Propietat amb hipoteca,Sí,551.29,534.0,No,No,No,Sí,Amb certa facilitat,5.0,5.0,,0.0,0,0
32527,4,5,13.0,2.8,57028.3,57028.3,No,No,Propietat amb hipoteca,Sí,598.68,650.0,No,No,No,Sí,Amb certa dificultat,5.0,5.0,,0.0,0,0
32528,3,3,11.0,1.8,53408.5,53408.5,No,No,Propietat amb hipoteca,Sí,288.83,650.0,No,No,No,Sí,Amb certa facilitat,5.0,4.0,1.0,0.0,0,0
32529,5,2,8.0,1.5,11421.6,11421.6,Sí,No,Propietat amb hipoteca,Sí,187.9,600.0,No,No,No,Sí,Amb certa dificultat,5.0,5.0,,0.0,0,1
32530,6,2,8.0,1.5,47650.0,47650.0,No,No,Propietat amb hipoteca,Sí,310.61,,No,No,No,Sí,Amb certa dificultat,5.0,5.0,,0.0,0,0
32531,5,2,7.0,1.5,24676.0,24676.0,No,No,Propietat sense hipoteca,Sí,97.94,,,No,No,Sí,Amb certa facilitat,2.0,5.0,,0.0,0,0
32532,3,4,12.0,2.1,53769.0,53769.0,No,No,Propietat amb hipoteca,Sí,313.98,366.0,No,No,No,Sí,Amb certa facilitat,8.0,,,0.0,0,0
32536,5,1,5.0,1.0,18356.8,18356.8,No,Sí,Propietat amb hipoteca,No,383.49,288.0,No,Sí,No,No,Amb molta dificultat,3.0,5.0,,1.0,1,1
32537,4,1,6.0,1.0,30616.4,30616.4,No,No,Propietat sense hipoteca,Sí,270.38,,,No,No,Sí,Amb facilitat,4.0,5.0,,0.0,0,0
32538,5,1,2.0,1.0,40299.4,40299.4,No,No,Lloguer a preu de mercat,Sí,1210.31,,No,No,No,Sí,Amb facilitat,5.0,4.0,,0.0,0,0
32541,6,5,13.0,2.4,60709.8,60709.8,No,No,Propietat amb hipoteca,Sí,306.47,586.0,No,No,Sí,No,Amb dificultat,4.0,4.0,2.0,0.0,0,0
32542,3,2,7.0,1.5,22944.3,22944.3,No,No,Propietat sense hipoteca,Sí,187.02,,,No,Sí,Sí,Amb facilitat,3.0,1.0,,0.0,0,0
32543,4,4,9.0,2.5,90183.47,90183.47,No,Sí,Propietat amb hipoteca,No,297.2,,,No,No,No,Amb dificultat,5.0,5.0,,1.0,0,1
32545,5,5,10.0,3.0,83505.0,83505.0,No,No,Propietat amb hipoteca,Sí,1076.14,1300.0,Sí,No,No,Sí,Amb certa dificultat,5.0,4.0,3.0,0.0,1,1
32546,4,1,6.0,1.0,34787.0,34787.0,No,No,Propietat sense hipoteca,Sí,268.43,,,No,No,Sí,Amb certa facilitat,8.0,,,0.0,0,0
32547,6,2,8.0,1.5,15568.4,15568.4,Sí,No,Lloguer a preu de mercat,Sí,808.52,,No,No,No,No,Amb dificultat,3.0,5.0,,0.0,0,1
32548,3,2,8.0,1.5,33423.1,33423.1,No,No,Propietat sense hipoteca,Sí,354.89,,,No,No,Sí,Amb facilitat,5.0,5.0,,0.0,0,0
32550,6,1,5.0,1.0,65328.8,65328.8,No,No,Propietat sense hipoteca,Sí,292.76,,,No,No,Sí,Amb facilitat,4.0,5.0,,0.0,0,0
32555,6,4,12.0,2.5,74806.1,74806.1,No,No,Propietat sense hipoteca,Sí,201.77,,,No,No,Sí,Amb certa dificultat,5.0,5.0,,0.0,0,0
32556,6,1,2.0,1.0,54625.8,54625.8,No,No,Propietat sense hipoteca,Sí,218.64,,,No,No,Sí,Amb facilitat,4.0,4.0,3.0,0.0,0,0
32559,3,1,6.0,1.0,32013.9,32013.9,No,No,Propietat sense hipoteca,Sí,198.85,,,No,No,Sí,Amb certa facilitat,4.0,5.0,,0.0,0,0
32561,5,2,8.0,1.5,27619.8,27619.8,No,Sí,Lloguer a preu de mercat,No,862.02,,No,No,No,No,Amb dificultat,4.0,4.0,,1.0,0,1
32562,6,1,4.0,1.0,1605.7,1605.7,Sí,No,Lloguer a preu de mercat,No,1350.33,,No,Sí,No,No,Amb certa dificultat,4.0,4.0,,1.0,1,1
32563,6,5,14.0,3.0,204687.1,204687.1,No,No,Propietat sense hipoteca,Sí,485.31,,,No,No,Sí,Amb molta facilitat,3.0,4.0,2.0,0.0,0,0
32564,3,2,7.0,1.5,59460.6,59460.6,No,No,Propietat sense hipoteca,Sí,309.81,,,No,No,Sí,Amb facilitat,3.0,5.0,,0.0,0,0
32565,3,2,8.0,1.5,18966.3,18966.3,No,No,Propietat amb hipoteca,No,651.26,1412.0,Sí,No,No,Sí,Amb certa dificultat,4.0,4.0,2.0,1.0,1,1
32568,6,3,9.0,2.0,74397.9,74397.9,No,No,Propietat sense hipoteca,Sí,242.6,,,No,No,Sí,Amb certa facilitat,4.0,5.0,,0.0,0,0
32570,3,4,12.0,2.1,73571.4,73571.4,No,No,Propietat sense hipoteca,Sí,247.66,,,No,No,Sí,Amb facilitat,4.0,4.0,2.0,0.0,0,0
32571,6,2,7.0,1.5,141910.1,141910.1,No,No,Propietat sense hipoteca,Sí,296.14,,,No,No,Sí,Amb molta facilitat,4.0,1.0,,0.0,0,0
32573,5,3,9.0,2.0,43554.87,43554.87,No,No,Propietat sense hipoteca,Sí,347.93,,,No,No,Sí,Amb facilitat,,1.0,,0.0,0,0
32574,4,4,14.0,2.3,37245.8,37245.8,No,No,Propietat amb hipoteca,Sí,231.56,450.0,No,No,No,No,Amb dificultat,3.0,4.0,2.0,0.0,0,0
32576,4,3,10.0,2.0,24405.9,24405.9,Sí,No,Propietat amb hipoteca,Sí,407.85,450.0,No,Sí,Sí,Sí,Amb certa dificultat,3.0,4.0,5.0,0.0,1,1
32578,4,1,6.0,1.0,13058.72,13058.72,No,No,Propietat sense hipoteca,Sí,127.39,,,No,Sí,Sí,Amb certa facilitat,,3.0,,0.0,0,0
32580,6,1,6.0,1.0,0.0,0.0,Sí,No,Propietat sense hipoteca,No,180.06,,,No,Sí,No,Amb molta dificultat,3.0,4.0,2.0,1.0,0,1
32582,3,3,9.0,2.0,67809.9,67809.9,No,No,Propietat sense hipoteca,Sí,178.68,,,No,No,Sí,Amb facilitat,3.0,4.0,,0.0,0,0
32584,6,2,8.0,1.5,28201.7,28201.7,No,No,Lloguer a preu de mercat,No,831.64,,No,No,No,No,Amb certa facilitat,3.0,4.0,,1.0,0,1
32585,5,2,8.0,1.5,21855.63,21855.63,No,No,Propietat sense hipoteca,Sí,182.22,,,No,No,Sí,Amb certa facilitat,1.0,5.0,,0.0,0,0
32589,6,6,13.0,2.9,32013.6,32013.6,Sí,No,Propietat sense hipoteca,Sí,217.41,,,No,Sí,Sí,Amb certa dificultat,1.0,5.0,,0.0,0,1
32591,6,2,7.0,1.5,27772.6,27772.6,No,No,Propietat sense hipoteca,Sí,167.88,,,No,No,Sí,Amb certa dificultat,1.0,5.0,,0.0,0,0
32593,3,5,13.0,2.8,12477.9,12477.9,Sí,No,Lloguer a preu de mercat,Sí,639.8,,No,No,No,No,Amb molta dificultat,3.0,5.0,,0.0,0,1
32594,5,2,7.0,1.5,15423.8,15423.8,Sí,Sí,Lloguer inferior al mercat,No,325.3,,No,No,No,No,Amb molta dificultat,,5.0,,1.0,0,1
32595,5,2,7.0,1.5,26966.8,26966.8,No,No,Propietat sense hipoteca,Sí,127.77,,,No,No,Sí,Amb certa facilitat,4.0,5.0,,0.0,0,0
32596,4,2,7.0,1.5,11464.83,11464.83,Sí,No,Propietat sense hipoteca,Sí,254.39,,,No,No,Sí,Amb facilitat,3.0,,,0.0,0,1
32597,5,4,14.0,2.5,38801.9,38801.9,No,No,Propietat amb hipoteca,Sí,469.44,865.0,No,No,No,Sí,Amb certa facilitat,4.0,5.0,,0.0,0,0
32600,5,4,14.0,2.5,28593.0,28593.0,Sí,Sí,Lloguer a preu de mercat,No,870.07,,No,Sí,No,No,Amb molta dificultat,5.0,4.0,,1.0,1,1
